,MasterBioProject,SlaveBioProject,Title,biosample_id,assembly_id
271,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014939,
272,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014938,
273,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014937,
274,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014936,
275,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014935,GCA_001875205
276,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014934,
277,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014933,GCA_001874805
278,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014932,
279,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014931,GCA_001874955
280,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014930,
281,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014929,
282,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014928,
283,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014927,
284,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014926,
285,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014925,
286,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014924,
287,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014923,
288,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014922,
289,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014921,
290,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014920,
291,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014919,
292,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014918,
293,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014917,
294,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014916,
295,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014915,
296,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014914,
297,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014913,
298,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014912,
299,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014911,
300,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014910,
301,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014909,
302,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014908,
303,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014907,
304,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014906,
305,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014905,GCA_001875185
306,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014904,
307,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014903,
308,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014902,
309,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014901,
310,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014900,
311,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014899,
312,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014898,
313,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014897,
314,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014896,
315,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014895,GCA_001875165
316,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014894,
317,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014893,
318,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014892,
319,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014891,
320,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014890,GCA_001922465
321,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014889,GCA_001874845
322,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014888,
323,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014887,
324,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014886,GCA_001874945
325,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014885,GCA_001875135
326,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014884,GCA_001874715
327,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014883,GCA_001874695
328,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014882,GCA_001875125
329,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014881,GCA_001875105
330,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014880,GCA_001874875
331,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014879,
332,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014878,GCA_001874765
333,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014877,GCA_001874685
334,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014876,GCA_001874915
335,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014875,GCA_001875075
336,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014874,GCA_001874885
337,PRJNA294416,PRJNA292904,Gram Negative Carbapenemase Detection Genome sequencing and assembly,SAMN04014873,
338,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014998,
339,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04015005,
340,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04015004,
341,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04015003,
342,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04015002,
343,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04015001,
344,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04015000,
345,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014999,
346,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014997,
347,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014996,
348,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014995,
349,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014994,
350,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014993,
351,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014992,
352,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014991,
353,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014990,
354,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014989,
355,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014988,
356,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014987,
357,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014986,
358,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014985,
359,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014984,
360,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014983,
361,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014982,
362,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014981,
363,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014980,
364,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014979,
365,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014978,
366,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014977,
367,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014976,
368,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014975,
369,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014974,
370,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014973,
371,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014972,
372,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014971,
373,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014970,
374,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014969,
375,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014968,
376,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014967,
377,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014966,
378,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014965,
379,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014964,
380,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014963,
381,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014962,
382,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014961,
383,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014960,
384,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014959,
385,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014958,
386,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014957,
387,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014956,
388,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014955,
389,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014954,
390,PRJNA294416,PRJNA292902,Enterobacteriaceae Carbapenemase Diversity genome sequencing and assembly,SAMN04014953,
